train_acc,train_loss,val_acc,val_loss
0.03776842105263158,4.337582,0.08,4.01696
0.08353684210526317,3.9255853,0.10520000000000002,3.7552078
0.11934736842105263,3.6977847,0.1404,3.5599887
0.15168421052631578,3.5176249,0.18279999999999996,3.386716
0.1825684210526316,3.34084,0.2064,3.2487948
0.20831578947368426,3.191655,0.23120000000000002,3.0953448
0.23751578947368424,3.047994,0.2584,2.9923446
0.2613473684210526,2.9232633,0.256,2.9156098
0.27568421052631575,2.8374126,0.2656,2.8966446
0.29044210526315783,2.766846,0.2872,2.8450022
0.30623157894736835,2.6974022,0.2944,2.712727
0.3162736842105264,2.6408913,0.30200000000000005,2.6789107
0.3296210526315789,2.5827563,0.3112,2.646531
0.3392631578947369,2.535139,0.3332,2.5875123
0.34749473684210525,2.4932387,0.3264,2.6157856
0.356378947368421,2.4541812,0.3204,2.5920315
0.3641052631578947,2.41711,0.35119999999999996,2.4877381
0.3709473684210526,2.3766747,0.3556,2.4801116
0.37787368421052636,2.356175,0.35839999999999994,2.5019822
0.38191578947368426,2.3175972,0.35239999999999994,2.5808964
0.38951578947368426,2.2832787,0.35600000000000004,2.559398
0.39816842105263156,2.2629087,0.3712,2.398414
0.4008631578947368,2.2386205,0.3912,2.3467555
0.4086315789473684,2.210491,0.3879999999999999,2.3546197
0.4106526315789474,2.1912484,0.3867999999999999,2.340583
0.42130526315789474,2.1626048,0.3936,2.3176355
0.42193684210526317,2.1467667,0.3832,2.3587093
0.4277052631578948,2.1174815,0.39640000000000003,2.2988093
0.4308842105263158,2.1054711,0.4116,2.2863495
0.43690526315789474,2.0818214,0.4056,2.2502694
0.44105263157894736,2.074991,0.4040000000000001,2.2803648
0.44065263157894735,2.0597034,0.4092,2.2265182
0.4489894736842105,2.0374455,0.41120000000000007,2.2374156
0.45160000000000006,2.0172365,0.4172,2.2291431
0.4539368421052632,2.0134304,0.414,2.2628813
0.45534736842105267,1.9955841,0.4168,2.235093
0.4620631578947369,1.9796625,0.4144,2.2279692
0.4610947368421052,1.9686079,0.424,2.1782348
0.465221052631579,1.9547726,0.4328,2.2241757
0.4664842105263159,1.9502429,0.42479999999999996,2.2002532
0.4715368421052632,1.9355158,0.43439999999999995,2.1484914
0.4724842105263158,1.9291306,0.4396,2.1309748
0.47559999999999997,1.9178174,0.4348,2.1968699
0.4771578947368421,1.9038287,0.4336,2.142894
0.4832421052631579,1.8838586,0.43520000000000003,2.1469774
0.483621052631579,1.8838375,0.4436,2.1434896
0.48661052631578944,1.8636637,0.44,2.125115
0.4869894736842105,1.8635548,0.44800000000000006,2.1004434
0.48772631578947373,1.8584809,0.45599999999999996,2.1048288
0.49090526315789473,1.8411294,0.44920000000000004,2.1102066
0.49404210526315795,1.833563,0.4612,2.0773053
0.4981263157894737,1.824897,0.44400000000000006,2.0912032
0.49650526315789467,1.8145814,0.46,2.028906
0.5004421052631578,1.8059344,0.45599999999999996,2.080349
0.5018736842105264,1.8017324,0.4556,2.0283513
0.5014947368421053,1.7936646,0.44480000000000003,2.0726576
0.5064631578947368,1.7837342,0.46599999999999997,2.0543728
0.5111578947368421,1.7745308,0.45879999999999993,2.0715978
0.5093052631578948,1.7728535,0.4488,2.0806417
0.5103578947368421,1.7600976,0.4592,2.044322
0.5122947368421054,1.7535812,0.46520000000000006,2.0402546
0.5141052631578947,1.748125,0.46599999999999997,2.0341651
0.5150105263157895,1.7433583,0.46519999999999995,2.0381823
0.5177263157894737,1.7374094,0.4592,2.021895
0.5187789473684211,1.7328043,0.4623999999999999,2.0032263
0.5203368421052632,1.7223225,0.4608,2.0284472
0.5209263157894737,1.7229601,0.4636,2.0312448
0.524,1.7171041,0.4664,2.0318768
0.5221263157894737,1.7079297,0.4648,2.0160131
0.5291157894736842,1.7009578,0.4616,1.9982895
0.5264421052631579,1.6967024,0.4736,1.999232
0.528,1.6897854,0.47119999999999995,1.9894236
0.5306526315789474,1.687406,0.47119999999999995,1.9928242
0.5304000000000001,1.6826648,0.47479999999999994,1.990377
0.5322105263157895,1.6784835,0.4788,1.9971843
0.5333052631578947,1.6758144,0.48,1.9834555
0.5354105263157896,1.6700124,0.47559999999999997,1.9790341
0.5359157894736842,1.6646155,0.48040000000000005,1.9716142
0.5336421052631579,1.6607504,0.4804,1.9770784
0.5369473684210526,1.6515021,0.4800000000000001,1.9880354
0.5390105263157894,1.648651,0.4764,1.9715886
0.5388842105263159,1.6501355,0.4804,1.9738374
0.5393684210526316,1.6500347,0.48399999999999993,1.9657365
0.5385894736842105,1.6401968,0.47840000000000005,1.9733242
0.5400631578947369,1.6453241,0.47879999999999995,1.96039
0.5389263157894737,1.6393039,0.47600000000000003,1.9676095
0.5421052631578948,1.6356194,0.48519999999999996,1.9577097
0.5425473684210527,1.6293637,0.4795999999999999,1.9639673
0.5408842105263159,1.6361374,0.4852,1.9639317
0.5442736842105262,1.6290255,0.48200000000000004,1.9555026
0.5423368421052632,1.6352108,0.48479999999999995,1.9657294
0.5438105263157895,1.6256957,0.4824,1.9743613
0.5446736842105264,1.6273757,0.48479999999999995,1.9648507
0.5464210526315789,1.6212474,0.48039999999999994,1.9600421
0.5450736842105263,1.6184515,0.48160000000000003,1.9576755
0.5461894736842107,1.6188202,0.4836000000000001,1.9640509
0.5458736842105264,1.6187305,0.4816,1.961914
0.5478947368421052,1.6148939,0.48200000000000004,1.9595459
0.5464631578947369,1.6186577,0.48480000000000006,1.9551159
0.5467157894736842,1.6150485,0.4844,1.959911
