train_acc,train_loss,val_acc,val_loss
0.039347368421052624,4.338454,0.064,4.1092153
0.06976842105263158,4.0220094,0.0796,3.950705
0.09277894736842107,3.868354,0.11639999999999999,3.7377777
0.11117894736842106,3.7461772,0.1376,3.5999956
0.12880000000000003,3.625936,0.14,3.6009643
0.1509052631578947,3.5158432,0.156,3.5361755
0.16669473684210526,3.415273,0.18320000000000003,3.3793736
0.18242105263157896,3.3099358,0.19039999999999999,3.3064115
0.19812631578947368,3.2247138,0.2104,3.1508596
0.21465263157894734,3.1398668,0.23520000000000002,3.1047926
0.22901052631578947,3.0620897,0.23879999999999998,3.0225666
0.24547368421052632,2.9778712,0.2516,2.9903154
0.2599789473684211,2.9102755,0.27080000000000004,2.9004443
0.2728842105263158,2.8435254,0.256,2.8714821
0.2854526315789474,2.7805767,0.29479999999999995,2.7826812
0.29732631578947366,2.7154028,0.3008,2.701934
0.30774736842105266,2.6603305,0.3188,2.6222174
0.32,2.596728,0.304,2.695758
0.3300421052631579,2.5442023,0.3224,2.5878098
0.3431368421052632,2.4857001,0.33640000000000003,2.5938609
0.3511368421052632,2.4429326,0.3336,2.5060115
0.3617894736842105,2.3898156,0.3396,2.5450282
0.3734526315789473,2.3475366,0.3492,2.4337509
0.38288421052631577,2.3023903,0.35240000000000005,2.4068723
0.3912,2.2716053,0.37079999999999996,2.3608286
0.3995157894736842,2.2234488,0.3632,2.3330483
0.40667368421052635,2.1933477,0.39,2.2610934
0.41387368421052634,2.1578054,0.39399999999999996,2.2117472
0.42353684210526316,2.122586,0.40919999999999995,2.2118888
0.43048421052631575,2.0977519,0.4,2.186145
0.4346736842105263,2.0623753,0.41120000000000007,2.1442297
0.444021052631579,2.0280602,0.4040000000000001,2.168055
0.44854736842105264,2.0080361,0.42160000000000003,2.1101224
0.45503157894736845,1.9815354,0.4312,2.0644503
0.46408421052631577,1.9457544,0.4268,2.0698152
0.4697263157894737,1.9240867,0.42199999999999993,2.121012
0.47408421052631583,1.9078549,0.43559999999999993,2.0343454
0.4796842105263158,1.8747877,0.4456,2.0230384
0.4845473684210526,1.8543149,0.44799999999999995,1.9657506
0.4845684210526316,1.8401601,0.4428,1.9756546
0.4906736842105263,1.8168087,0.44359999999999994,1.9942338
0.4988842105263159,1.7864679,0.45239999999999997,1.9564426
0.5035157894736842,1.7720094,0.44839999999999997,1.9814354
0.5101263157894736,1.750365,0.44959999999999994,1.9639244
0.5161894736842105,1.7287931,0.4699999999999999,1.9259206
0.5189473684210526,1.7113967,0.4732,1.9003203
0.522378947368421,1.6885662,0.47040000000000004,1.906689
0.5276631578947368,1.6676167,0.48239999999999994,1.8682598
0.5287368421052632,1.6596664,0.47480000000000006,1.8843504
0.5322526315789473,1.6457995,0.488,1.870326
0.5383157894736842,1.6310279,0.4804,1.9060556
0.5437473684210525,1.6040606,0.48479999999999995,1.883776
0.546021052631579,1.5929197,0.47679999999999995,1.8744026
0.5506947368421052,1.5755589,0.47879999999999995,1.9029646
0.5563368421052631,1.5512084,0.48879999999999996,1.8291115
0.5602947368421053,1.5404491,0.494,1.8585517
0.563621052631579,1.5241601,0.5008,1.8155631
0.5677473684210527,1.5093542,0.4936,1.8106672
0.5713052631578948,1.497535,0.4968,1.8173589
0.5734315789473684,1.4793681,0.49839999999999995,1.8068252
0.5753263157894736,1.4714903,0.5004,1.796627
0.5815578947368422,1.451036,0.5075999999999999,1.7956864
0.5830315789473685,1.4426131,0.5147999999999999,1.784436
0.5852,1.4241648,0.5028,1.8022255
0.5922315789473684,1.4099716,0.4988,1.8351637
0.5941684210526316,1.3961568,0.5024,1.8065315
0.5977894736842105,1.3849626,0.5132,1.7905681
0.5994105263157895,1.3763183,0.5115999999999999,1.7960293
0.603642105263158,1.3584013,0.5048,1.8162221
0.6069263157894736,1.3446797,0.5172,1.7987862
0.6068631578947368,1.3405132,0.5159999999999999,1.7960757
0.6111157894736843,1.3278234,0.5276000000000001,1.7788942
0.6172421052631579,1.3125386,0.5232,1.7822402
0.6190526315789473,1.3027012,0.514,1.8123536
0.6208,1.2938852,0.5136000000000001,1.7835057
0.621957894736842,1.2831337,0.5088,1.7951823
0.6253052631578948,1.2730522,0.516,1.8009744
0.6285052631578947,1.2614657,0.514,1.7945678
0.6298736842105264,1.2532299,0.5207999999999999,1.7774471
0.6294105263157895,1.2490777,0.518,1.7850561
0.6354105263157894,1.2442324,0.514,1.7754242
0.6372421052631579,1.2344767,0.518,1.78553
0.6403578947368421,1.2259048,0.5212,1.7706516
0.6405684210526316,1.2149196,0.5272,1.7659652
0.6429263157894737,1.2100036,0.5204,1.7635418
0.6427578947368421,1.2028562,0.5312,1.7583704
0.6434105263157894,1.204882,0.5296,1.7541546
0.6454947368421053,1.2014831,0.5196000000000001,1.7692528
0.6483157894736843,1.1866864,0.5232,1.7816777
0.6532842105263158,1.1866332,0.5232,1.7719429
0.6496631578947368,1.1866521,0.5268,1.7732134
0.6508,1.1839763,0.5232,1.7792453
0.6523368421052632,1.1766438,0.5212,1.7890469
0.6493263157894735,1.1811208,0.526,1.7720875
0.6552,1.170636,0.528,1.782548
0.6545263157894736,1.1704528,0.524,1.77571
0.6535789473684211,1.1679688,0.5288,1.7784649
0.6536,1.1638145,0.526,1.7764627
0.6570315789473684,1.1610866,0.5224,1.7893888
0.6549894736842106,1.1677179,0.5287999999999999,1.7705367
